LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
8200,101230,120087,HomeImp,Other,9,NA,NA,419.27296549,1,49,40.558271494,good
15600,NA,66837,NA,NA,9,0,0,94.69068521,0,15,26.322569547,good
18700,37883,64763,HomeImp,Other,25,0,0,236.99683653,0,13,23.621203075,good
14900,97930,113886,DebtCon,Office,3,0,0,267.8272583,0,33,28.420293345,good
9300,73252,100537,DebtCon,ProfExe,2,0,0,99.774527119,0,26,34.514635071,good
4900,170986,245300,DebtCon,Sales,NA,0,0,131.93333333,0,22,NA,good
50900,42541,68483,DebtCon,Office,5,1,NA,181.3903357,1,15,30.909712904,good
43300,18824,63487,DebtCon,Other,22,0,0,212.25488936,0,30,41.246735956,good
6100,79636,87276,HomeImp,Other,20,0,0,350.43613755,0,47,28.848276581,good
9600,77359,101365,HomeImp,Other,1,0,0,182.80351445,0,31,33.481910133,good
12100,74594,90555,DebtCon,Mgr,4,0,0,123.77662458,2,27,41.634847306,good
16500,52030,158296,DebtCon,ProfExe,20,0,0,218.53926573,0,27,22.484791751,good
22400,130184,164189,DebtCon,ProfExe,6,0,0,173.64133881,0,39,19.640667266,good
8700,30716,84778,HomeImp,ProfExe,19,0,0,219.08523561,0,10,23.808894154,good
19600,128876,162994,DebtCon,Office,2,NA,1,382.31221703,NA,52,36.06796344,good
31600,11478,66275,DebtCon,Other,1,0,0,97.198633924,1,5,35.945205753,good
8600,45960,57473,DebtCon,Mgr,4,0,0,189.76806013,0,22,26.754411554,good
23600,30758,57280,DebtCon,Other,13,0,0,104.39569049,2,24,31.120398625,good
31000,37507,71612,DebtCon,Other,10,NA,NA,112.8714443,NA,24,31.784456165,good
14600,63475,89430,HomeImp,Other,NA,0,0,286.30181489,0,19,28.638062771,good
16000,90900,152300,HomeImp,ProfExe,5,0,0,102.5,0,17,NA,good
31900,104092,143832,DebtCon,Other,15,0,0,235.20181946,1,40,43.691524423,good
27900,55859,92179,DebtCon,Office,0,0,1,94.932544383,0,23,33.09789894,good
19000,42488,65636,DebtCon,Other,7,0,0,90.676444354,3,14,42.226716481,good
23000,NA,49906,DebtCon,Other,NA,NA,NA,96.756969054,NA,13,27.441242408,good
21200,91759,95165,DebtCon,ProfExe,2,0,0,106.8357327,0,19,34.216689169,good
15000,18000,163580,HomeImp,Self,7,0,0,304.36666667,0,27,NA,good
35200,239987,43028,DebtCon,Mgr,2,0,1,210.18900524,3,49,41.336626731,good
5000,73126,87500,DebtCon,Other,1,0,0,125.96666667,2,10,NA,good
15500,97596,119326,DebtCon,Office,0,NA,3,254.70773261,1,30,40.987300926,good
10700,67523,85560,DebtCon,Sales,5,0,0,126.84293494,0,35,26.001665333,good
23000,72681,105405,DebtCon,Mgr,0,NA,NA,230.07506449,4,23,43.519093321,good
19300,98769,121140,HomeImp,Mgr,0,0,1,313.92451539,0,20,43.085543048,good
26200,100931,132627,DebtCon,Office,11,0,1,169.03209387,0,28,41.089569186,good
13700,90714,120292,DebtCon,Office,11,0,0,215.61201633,0,13,40.304301343,good
8300,178745,251935,DebtCon,Sales,NA,0,0,130.7309108,0,22,42.358059882,good
22700,93542,99198,HomeImp,NA,6,NA,NA,NA,NA,NA,30.080343444,good
23100,95352,115077,DebtCon,Other,24,0,0,253.32937133,0,26,39.816800565,good
16000,NA,46140,DebtCon,Other,NA,NA,NA,344.58012601,NA,16,31.640812778,good
25700,43881,69954,DebtCon,Other,10,0,0,126.47306563,0,20,40.769061823,good
13400,98701,129679,HomeImp,ProfExe,10,0,0,179.127926,2,32,29.549283511,good
15000,59000,86420,DebtCon,Office,1.5,0,0,160.3,0,25,NA,good
24200,49798,67458,DebtCon,Other,6,0,0,68.931110225,2,18,36.46436586,good
17000,27088,166437,HomeImp,Self,7,0,0,306.67417105,0,27,26.156717881,good
15300,NA,53184,DebtCon,Office,1,0,0,81.62597086,1,9,39.007822759,good
34600,143542,195327,DebtCon,ProfExe,23,0,0,174.63534866,1,22,37.447384006,good
23000,76213,184360,NA,Other,12,0,0,379.34995485,0,16,32.040366079,good
15400,103934,113696,DebtCon,Office,4,0,0,265.5863519,1,34,26.750403963,good
28500,97262,131830,DebtCon,Office,10,0,0,168.8035325,0,29,42.324924696,good
42800,6929,67573,HomeImp,Office,NA,0,0,299.38089192,0,19,14.04201152,good
12000,63019,74204,DebtCon,Office,6,0,0,98.591738332,2,14,24.490438355,good
11700,47072,85090,HomeImp,Other,18,0,0,192.25318228,0,16,35.064864675,good
29200,139299,180818,DebtCon,ProfExe,1,0,0,226.86114488,1,19,40.817309246,good
23600,36438,80176,DebtCon,ProfExe,10,0,0,289.70153888,0,19,39.929954554,good
18000,90275,135792,DebtCon,Mgr,13,0,0,178.66176401,1,26,33.336960792,good
7600,133475,203936,DebtCon,ProfExe,1,0,0,87.452870081,2,23,37.005967843,good
21200,113648,145650,DebtCon,Office,11,0,1,231.01924428,0,24,41.559303671,good
52200,NA,81115,HomeImp,Self,10,0,0,173.21428423,1,21,24.981882821,good
16300,96431,161284,NA,Other,NA,0,NA,256.3719323,NA,23,39.07781351,good
22300,133995,281186,HomeImp,Mgr,2,0,0,181.15398818,0,15,28.899299611,good
21600,NA,54212,DebtCon,Other,NA,0,1,303.43333333,0,19,NA,good
11300,74783,100909,HomeImp,ProfExe,5,0,0,85.664833722,0,34,35.947854706,good
17800,61494,85864,DebtCon,Other,2,0,0,303.83765082,3,15,40.246312084,good
28100,100420,207737,DebtCon,Other,22,0,0,197.19812185,0,19,26.372548724,good
11400,64934,74875,DebtCon,Other,3,0,0,192.31448267,2,16,34.343755724,good
6300,26655,29792,DebtCon,Other,1,1,0,12.759267447,10,6,28.36185178,good
23400,125750,165732,DebtCon,ProfExe,6,0,0,195.08453906,0,38,20.733031637,good
40400,145423,203712,HomeImp,ProfExe,5,0,0,150.80439683,0,31,37.308013074,good
6300,99469,116260,HomeImp,Office,23,0,0,124.74559549,1,12,35.642270107,good
26100,NA,35271,DebtCon,Other,9,0,NA,96.528316157,NA,14,23.318650008,good
18800,70102,99841,HomeImp,ProfExe,10,0,0,68.168572872,0,16,32.853794362,good
15000,95300,135700,DebtCon,Office,3,NA,NA,115.66666667,3,16,NA,good
13000,110097,210595,HomeImp,ProfExe,3,0,0,122.63869991,0,15,29.327513673,good
14600,59658,80384,DebtCon,NA,8,NA,NA,NA,NA,NA,25.192869401,good
27600,129311,188143,DebtCon,Mgr,1,NA,NA,122.51688476,NA,39,30.474173738,good
25100,85337,104607,HomeImp,NA,6,NA,NA,NA,NA,NA,27.950475129,good
25900,118965,154728,DebtCon,ProfExe,8,0,0,101.19760679,3,26,32.598401872,good
8800,74562,89695,HomeImp,Other,24,0,0,338.77674581,1,47,28.439716511,good
23600,126254,169638,DebtCon,ProfExe,6,0,0,176.74916309,0,38,17.620920214,good
17200,94937,133859,DebtCon,Mgr,6,NA,NA,248.15887558,2,42,36.790875327,good
12100,48149,74539,DebtCon,ProfExe,17,0,0,200.03256163,0,15,23.130971888,good
31000,13542,58827,DebtCon,Other,0,0,0,92.1329084,0,6,36.256968747,good
17200,48427,66082,DebtCon,Mgr,29,0,0,283.84875911,1,16,38.393634669,good
19800,56745,83146,DebtCon,Other,11,0,0,85.253619221,0,10,7.8621936317,good
10200,59907,71580,DebtCon,ProfExe,14,0,0,237.94813719,2,32,36.400946661,good
25000,65700,93400,DebtCon,Office,10,0,0,149.16666667,0,21,NA,good
33700,28956,45640,DebtCon,Other,0,0,0,59.042703682,0,6,16.495080637,good
28200,61038,87534,DebtCon,Other,8,0,0,137.48781925,3,30,39.360018601,good
8400,102894,117799,HomeImp,Other,9,NA,NA,420.09816444,1,49,39.633190088,good
20900,51960,105524,DebtCon,Office,2,0,3,179.92563497,0,47,37.179602413,good
49300,40724,102546,HomeImp,Self,6,0,0,211.44931383,1,36,39.037679093,good
7900,NA,71519,HomeImp,Office,0,0,0,55.873860215,0,4,38.375091295,good
25300,122933,157009,DebtCon,Mgr,3,0,0,280.57384454,0,24,38.740801417,good
21100,91479,127110,DebtCon,Office,25,0,0,279.46823675,3,16,33.078522222,good
9300,39307,51680,DebtCon,Office,8,0,0,196.0146349,0,23,30.731571704,good
11600,82326,94599,DebtCon,Other,0,4,0,NA,0,3,29.893621477,good
23600,96452,125277,HomeImp,Mgr,11,0,0,127.35992199,1,23,30.985538961,good
31800,125864,175163,DebtCon,Mgr,12,0,0,174.20934404,2,28,40.584811501,good
26000,58794,91413,DebtCon,Other,5,0,0,230.68023074,0,19,37.996923331,good
20300,13838,30813,DebtCon,Other,0,0,0,39.645887291,1,3,29.98518301,good
27000,13718,35684,DebtCon,Other,16,2,0,122.29444677,1,18,24.355759583,good
10600,61513,73143,DebtCon,ProfExe,2,0,0,164.56765548,2,34,43.204953133,good
21400,53071,104997,DebtCon,Office,1,0,4,173.57510466,0,47,37.823173086,good
27000,45880,82425,DebtCon,Other,21,0,0,212.64422077,0,27,36.997793604,good
5400,NA,75254,NA,NA,NA,NA,NA,NA,NA,NA,23.163742947,good
18600,49385,70220,DebtCon,ProfExe,6,0,0,229.474919,2,32,30.731396529,good
10300,75483,99345,DebtCon,ProfExe,3,0,0,133.79051006,0,25,34.887236085,good
11800,38825,51984,DebtCon,Other,NA,0,0,82.527794351,0,14,40.88273326,good
10900,51990,76918,HomeImp,Other,0,0,1,180.81810233,0,12,29.555406533,good
5800,NA,34704,HomeImp,NA,NA,NA,NA,NA,NA,NA,34.174055545,good
8600,78579,93697,DebtCon,Other,0,0,0,115.19332144,1,10,33.837202699,good
21500,107799,160526,DebtCon,Mgr,16,0,0,195.48568002,0,25,32.378768136,good
8300,51783,57839,DebtCon,Other,3,0,0,96.176673144,0,20,36.210351332,good
15200,90108,118941,HomeImp,Mgr,2,0,2,170.93894263,0,25,41.157501063,good
21400,92241,133791,DebtCon,Other,11,0,0,81.446380314,3,15,41.395461831,good
15900,19639,171350,HomeImp,Self,8,0,0,311.31036041,0,26,26.876729861,good
25600,NA,147598,NA,NA,NA,NA,NA,NA,NA,NA,14.461987334,good
16400,73466,89453,DebtCon,Other,4,0,0,198.82742376,3,19,41.523497409,good
16400,21857,51994,HomeImp,ProfExe,7,0,0,201.93333333,0,14,NA,good
15200,NA,100320,NA,Other,NA,0,0,190.25647598,0,9,33.799992283,good
22100,NA,65192,HomeImp,Office,9,0,0,128.1567931,1,4,18.882955601,good
20700,41000,65000,DebtCon,Other,26,0,0,305.26666667,3,32,NA,good
25000,145000,185000,HomeImp,Self,2,0,0,176.5,1,17,NA,good
24600,NA,146804,NA,NA,NA,NA,NA,NA,NA,NA,17.263534849,good
22300,93305,143672,DebtCon,ProfExe,21,0,0,176.4166175,0,25,40.471092138,good
8300,14601,66143,HomeImp,Office,24,0,0,320.23488221,1,12,40.015070568,good
20000,132436,180000,DebtCon,ProfExe,22,0,0,221.16666667,1,24,NA,good
15000,42657,65000,DebtCon,ProfExe,18,0,0,181.6,0,23,NA,good
18900,68315,98175,HomeImp,Mgr,14,0,0,161.33333333,0,28,NA,good
20300,37388,55703,DebtCon,Other,NA,0,0,222.733567,0,12,39.814736842,good
10500,88829,114962,DebtCon,Other,13,0,0,206.21222804,3,15,37.864946214,good
11300,40752,53683,HomeImp,Other,22,0,1,129.75806208,0,23,38.425881111,good
10300,65876,80064,DebtCon,NA,3,0,0,220.82597888,0,15,30.633131002,good
9800,49298,73426,HomeImp,Office,9,3,1,242.38901624,1,29,34.690361253,good
8500,61607,81126,HomeImp,Other,16,0,0,222.21119026,1,35,34.729698093,good
34500,109000,159500,DebtCon,Other,NA,0,0,250.63333333,3,14,NA,good
10800,75378,86060,DebtCon,Mgr,6,0,0,102.66507078,0,23,30.09500969,good
11800,21813,30436,DebtCon,Office,5,0,1,104.01163591,0,16,19.408461231,good
21700,187311,230513,DebtCon,ProfExe,2,0,0,270.47903997,0,27,38.999232038,good
13500,59352,87767,HomeImp,Other,NA,0,0,300.57942292,0,19,28.118296895,good
21000,90267,134000,HomeImp,ProfExe,7,0,0,160.9,0,32,NA,good
7000,58843,75300,HomeImp,Other,1.5,0,0,103.66666667,0,7,NA,good
18000,7051,66200,DebtCon,Office,NA,0,0,250.56666667,0,22,NA,good
25400,61771,105880,DebtCon,Other,17,0,1,130.15042286,0,29,37.195249012,good
17500,99853,163401,DebtCon,Mgr,0,0,0,208.46227619,1,18,37.82861717,good
9400,56675,66976,HomeImp,Other,6,0,0,128.07164796,0,33,35.033371132,good
18500,42683,68000,DebtCon,Office,3,0,0,229.3,0,12,NA,good
47100,48062,107824,HomeImp,Self,9,0,0,203.68669838,2,35,41.526317397,good
53700,NA,84205,HomeImp,Other,NA,0,0,339.66561472,0,7,22.639940355,good
4000,NA,45760,HomeImp,NA,0,0,0,NA,0,0,NA,good
18600,23792,79716,HomeImp,Other,NA,0,0,238.78983667,0,50,42.127124258,good
8700,77930,80164,HomeImp,Other,20,0,0,350.52840986,1,47,29.6623601,good
16600,45877,68563,HomeImp,Office,2,1,0,119.50076473,0,18,33.073048345,good
38200,92227,143087,DebtCon,Other,13,0,0,61.178335051,1,36,40.329542416,good
17400,49765,66782,DebtCon,Mgr,27,0,0,272.59048247,1,16,39.383064504,good
25800,140785,208421,HomeImp,ProfExe,3,0,0,176.27148929,0,28,39.745002842,good
23500,62441,97293,DebtCon,Office,1,0,0,152.83275416,0,21,34.531259989,good
16400,100014,122281,DebtCon,ProfExe,0,0,0,123.13398762,0,30,34.936673908,good
10900,17282,70783,DebtCon,ProfExe,19,0,1,404.9043933,0,11,23.610124369,good
13300,80059,121790,NA,NA,NA,NA,NA,NA,NA,NA,34.561831401,good
59800,42069,72082,DebtCon,Other,4,0,0,78.404073089,0,21,29.01621726,good
18000,52301,79959,DebtCon,Other,1,NA,1,290.2806482,0,9,37.16369797,good
26800,149729,183027,DebtCon,ProfExe,7,0,0,331.25655711,0,34,37.000883221,good
21000,106011,173778,DebtCon,Office,7,0,0,223.76961057,3,24,40.564750356,good
21600,30022,51337,DebtCon,Other,0,NA,NA,312.19978392,NA,25,35.379681226,good
18100,95322,119643,HomeImp,Mgr,2,0,0,313.60338664,1,20,42.119285302,good
28000,140770,209726,HomeImp,ProfExe,5,0,0,190.32952199,0,27,38.886605965,good
5300,50934,62957,HomeImp,Office,21,0,0,197.24195728,0,20,19.350505633,good
18900,83474,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.864019539,good
22800,49361,81914,DebtCon,Mgr,4,0,0,264.93706618,2,25,32.010244608,good
26400,240907,260638,HomeImp,Self,7,1,0,255.41551402,3,51,37.652919106,good
18000,65836,100292,HomeImp,ProfExe,22,0,0,237.10163194,0,24,36.33819671,good
14400,34291,68444,DebtCon,ProfExe,6,0,0,262.07916362,1,15,21.981066452,good
12700,159661,183244,DebtCon,ProfExe,7,NA,1,210.11522091,4,26,43.768191776,good
15800,NA,96579,DebtCon,Office,28,0,0,328.21049264,0,15,12.1535212,good
19000,172108,195892,DebtCon,ProfExe,10,0,0,276.76334062,0,38,24.475689897,good
16600,69644,100411,DebtCon,Office,0,0,0,149.09522704,4,19,29.725746822,good
17700,60260,90196,HomeImp,ProfExe,11,0,1,177.85484553,0,14,29.60717111,good
23800,44372,67279,DebtCon,Other,6,0,0,75.813971337,2,19,36.529569478,good
9900,73804,97413,DebtCon,ProfExe,5,0,0,107.33302454,0,25,33.524879599,good
13000,77355,114400,NA,NA,NA,NA,NA,NA,NA,NA,NA,good
5500,78059,78179,DebtCon,NA,5,NA,NA,NA,NA,NA,20.679313582,good
24400,110177,145000,DebtCon,Office,5,NA,NA,293.23652482,2,36,NA,good
17600,79122,96116,DebtCon,Other,1,0,0,152.44371441,1,18,35.589662601,good
33700,132617,172152,DebtCon,Mgr,15,0,0,178.41118328,1,28,42.457644852,good
8000,57361,71167,HomeImp,Mgr,2,0,1,130.76703495,0,22,29.381985445,good
13300,38232,59482,DebtCon,Mgr,NA,NA,NA,NA,NA,NA,36.027104172,good
25000,94000,125000,DebtCon,Office,11,0,1,151.13333333,0,29,NA,good
26200,141109,245422,HomeImp,ProfExe,28,0,0,343.78712232,1,18,38.113555937,good
43300,119351,179347,DebtCon,Self,13,0,0,178.95153943,0,4,37.980464023,good
12300,35651,59795,HomeImp,Other,22,0,0,118.65306415,0,23,40.662981652,good
11800,53596,69786,DebtCon,Mgr,5,NA,NA,126.78778068,NA,24,41.047754879,good
8500,73208,88588,DebtCon,Mgr,10,0,0,114.55258227,0,23,30.082488981,good
17400,97072,155146,DebtCon,Mgr,0,0,0,204.16561629,0,19,40.507964774,good
12000,36072,62960,DebtCon,ProfExe,8,0,0,288.5298732,0,16,22.423002459,good
7700,32243,36369,HomeImp,ProfExe,12,0,0,180.41578673,0,13,21.72081838,good
9800,47126,57365,DebtCon,Other,0,0,1,91.141218712,0,19,38.657640295,good
51500,NA,90003,HomeImp,Other,NA,0,0,347.80251427,0,7,25.324001925,good
48400,33300,60000,DebtCon,Office,5,1,NA,193.36666667,1,16,NA,good
17200,62840,92946,HomeImp,ProfExe,5,0,0,133.15948077,0,11,27.503540171,good
8000,82547,105361,DebtCon,ProfExe,24,0,0,52.59326412,2,13,32.160922592,good
25000,69300,111800,DebtCon,Other,5,0,0,95.366666667,2,32,NA,good
6500,81145,117530,HomeImp,Office,29,0,0,327.20063852,1,38,34.345837692,good
16000,96000,160050,NA,Other,NA,1,NA,260.76666667,NA,24,NA,good
10300,NA,50548,HomeImp,Mgr,5,NA,NA,165.55319924,NA,9,23.886330813,good
16400,57139,164133,DebtCon,ProfExe,21,0,0,238.4610031,0,27,22.206846015,good
18600,14167,71194,DebtCon,Office,NA,0,0,264.01712414,0,21,40.246901138,good
8500,NA,27873,HomeImp,Office,21,0,0,190.06187015,0,15,38.375406098,good
5300,44993,50673,HomeImp,Office,7,NA,NA,184.74276716,NA,18,27.906122726,good
6000,51000,86125,HomeImp,ProfExe,6,0,0,222.16666667,2,24,NA,good
24500,62490,97467,DebtCon,Other,14,0,0,96.972678724,1,17,34.975655027,good
11600,22635,33353,DebtCon,Office,6,0,0,85.57207035,0,16,19.223872665,good
3600,52337,63989,HomeImp,Office,20,0,0,204.27249884,0,20,20.470915508,good
25000,188545,241279,DebtCon,Other,9,0,0,102.5,2,26,NA,good
27100,20479,46735,DebtCon,Other,24,0,0,103.81628973,0,10,24.258677221,good
4500,45500,50000,HomeImp,Other,6,0,0,86.166666667,0,18,NA,good
18600,96476,119780,DebtCon,Office,0,NA,2,264.15312468,0,29,40.805743364,good
21700,62506,96588,HomeImp,ProfExe,18,0,1,615.13337324,0,24,21.972675195,good
12400,49264,57923,DebtCon,Other,0,0,0,182.00104146,2,13,27.00877688,good
30500,113822,148478,DebtCon,ProfExe,10,0,0,165.78827835,0,16,31.163207005,good
6200,75121,96462,DebtCon,ProfExe,0,NA,NA,NA,NA,NA,27.167655962,good
22300,69002,105292,DebtCon,Office,8,NA,0,96.342139921,2,17,35.755106732,good
16800,58193,82942,DebtCon,Other,1,0,0,320.06300966,3,16,42.845962863,good
8400,84666,123613,HomeImp,Other,8,NA,NA,NA,NA,NA,39.658320047,good
78400,13900,102910,HomeImp,NA,27,0,1,138,0,14,NA,good
27000,NA,38441,DebtCon,Other,8,1,NA,85.179503348,NA,14,23.691176013,good
19900,4641,23636,DebtCon,Other,NA,0,0,63.535254747,1,19,40.442378233,good
20700,107766,146937,DebtCon,Office,12,0,2,223.13789747,0,24,42.547274756,good
11100,82329,100139,HomeImp,ProfExe,5,0,0,108.53256364,0,26,26.099258701,good
22300,24622,51631,DebtCon,Other,28,0,0,316.69747461,NA,12,30.676434449,good
16100,99844,114647,DebtCon,Other,11,0,0,169.983556,0,27,33.523278536,good
20600,67086,108006,DebtCon,Office,6,NA,1,116.32865754,2,18,36.966325226,good
20600,69949,101807,HomeImp,Other,3,0,0,218.39093903,0,13,30.271239302,good
50400,40140,103789,HomeImp,Self,9,0,0,208.76657482,3,35,40.015262668,good
11500,59781,69864,DebtCon,Other,4,0,1,312.54739604,0,9,31.181801354,good
24800,98139,121696,DebtCon,Self,3,0,0,208.52326694,1,27,32.64426513,good
27100,24494,77479,DebtCon,Other,NA,1,1,101.3129167,1,26,31.124553856,good
16400,62786,79154,DebtCon,NA,7,NA,NA,NA,NA,NA,24.838940068,good
24100,80005,102098,DebtCon,Other,18,1,0,196.25310409,1,12,39.758932499,good
26600,148986,175750,DebtCon,Other,1,0,0,197.39171326,0,35,40.514989578,good
11300,57377,75038,DebtCon,Office,4,0,0,91.219961165,1,15,25.140279716,good
9800,54861,71138,HomeImp,Other,4,0,0,258.33461797,2,16,36.035712866,good
17700,71399,96588,HomeImp,ProfExe,7,0,0,83.59853183,0,16,33.626585668,good
27700,NA,42515,DebtCon,Other,11,1,NA,95.043074141,NA,13,20.209037687,good
14400,32683,48467,HomeImp,Other,11,0,0,114.41203294,0,10,21.46972396,good
13300,61414,72101,NA,Other,12,0,0,260.07164984999997,0,27,27.286882027,good
13700,84996,112522,HomeImp,ProfExe,9,0,1,171.95341056,0,28,32.843504905,good
16900,102108,117650,DebtCon,Other,9,0,0,279.11258466,1,19,29.645177293,good
17200,11950,170000,HomeImp,Mgr,22,0,0,77.283384968,1,20,28.82169866,good
12500,71582,93400,DebtCon,Other,6,3,0,74.066666667,1,21,NA,good
9400,85448,94101,DebtCon,Other,2,0,0,104.11336317,2,32,39.54184797,good
11000,46093,60563,DebtCon,Mgr,4,0,0,190.48216428,1,21,29.578148133,good
13500,71698,93536,DebtCon,Other,6,0,0,202.46588178,2,19,42.814734648,good
46100,NA,86132,HomeImp,Office,10,0,0,301.92568796,0,13,33.914738063,good
14000,32000,48500,DebtCon,ProfExe,4,0,0,255.66666667,1,35,NA,good
18000,84824,115146,DebtCon,Other,21,0,0,293.98043579,0,16,27.097523474,good
28300,145931,239990,HomeImp,ProfExe,27,0,0,357.23095382,0,19,38.268469992,good
6200,70793,71552,HomeImp,Sales,3,2,0,162.94515692,0,23,40.315396587,good
17500,61524,87188,HomeImp,ProfExe,3,0,0,115.80866085,1,13,25.401570002,good
26500,134952,165451,DebtCon,Other,8,1,0,225.32367218,1,19,35.734856373,good
14400,NA,69712,NA,NA,0,0,0,NA,0,0,2.553521964,good
33700,83471,133221,DebtCon,Mgr,29,0,0,334.58120661,0,19,39.095566258,good
13300,50039,63784,DebtCon,Other,3,0,0,176.84619551,0,13,27.865588733,good
14800,48910,70039,DebtCon,Other,8,0,1,94.971595989,3,48,30.920501687,good
19800,47488,77916,NA,NA,NA,NA,NA,NA,NA,NA,37.308246697,good
14300,19111,49794,HomeImp,Office,23,0,0,262.30674029,0,19,30.933678393,good
20200,61303,97780,HomeImp,ProfExe,17,0,1,632.1031857,1,24,20.737039009,good
12000,87000,113850,DebtCon,Office,11,0,0,216.13333333,0,12,NA,good
30000,48000,97000,DebtCon,Office,3,0,0,173.5,2,25,NA,good
15400,59518,91172,DebtCon,Office,2,0,0,159.00351063,0,25,24.990490702,good
6500,63144,76754,HomeImp,Mgr,2,0,2,129.0777116,0,23,29.055433128,good
40500,145127,205613,HomeImp,ProfExe,5,0,0,143.1288344,0,30,35.337545404,good
16200,53600,73500,DebtCon,Other,5,NA,NA,104.73333333,1,8,NA,good
9100,47756,84022,HomeImp,Other,18,0,0,206.79736096,1,17,32.391146387,good
5700,76948,85753,HomeImp,Other,7,0,0,128.47645151,0,25,37.85968784,good
27000,144901,178093,DebtCon,ProfExe,7,0,0,331.1139721,0,34,40.566551898,good
20800,155315,192038,DebtCon,ProfExe,11,NA,NA,114.48219764,0,23,29.891571941,good
79200,22940,110114,HomeImp,NA,28,0,1,144.61612625,0,13,32.366511586,good
30000,79044,118685,DebtCon,Mgr,12,0,0,92.118875541,1,34,27.224985258,good
9800,78022,103466,DebtCon,Mgr,1,0,0,83.835338491,2,24,37.434615355,good
50000,NA,82200,HomeImp,Other,NA,0,0,342.86666667,0,7,NA,good
26500,47820,76159,DebtCon,Other,24,NA,0,282.44500782,0,30,41.288882375,good
17800,8642,88369,HomeImp,Other,13,0,0,265.02210303,0,22,26.480792368,good
44400,100564,154708,DebtCon,Other,14,NA,0,253.91411096,3,30,43.902152357,good
19300,33970,102792,HomeImp,Other,6,0,0,145.02024526,0,14,31.874217469,good
10500,30922,57682,NA,Other,30,0,0,241.46041263,0,19,23.237035018,good
25400,44800,78000,DebtCon,Other,21,0,0,211.03333333,1,27,NA,good
15000,84832,107207,HomeImp,Other,19,0,0,124.45053234,4,23,28.558183481,good
5300,NA,49396,HomeImp,NA,0,0,0,NA,0,0,12.043670576,good
23500,62742,111921,DebtCon,ProfExe,15,0,3,282.97601589,0,36,27.148205463,good
17300,40280,66319,DebtCon,NA,4,0,0,101.32557693,2,9,27.975935447,good
31100,73386,108864,HomeImp,Other,5,NA,NA,119.53951836,10,21,42.826600831,good
10000,64320,102375,DebtCon,Office,10,0,0,148.16666667,1,13,NA,good
14400,61121,88844,HomeImp,Other,NA,0,0,295.79211095,0,20,30.303766952,good
9900,31244,44138,HomeImp,Mgr,14,0,0,60.634469798,1,9,31.688134282,good
9400,109991,125146,DebtCon,Self,7,0,1,171.67981114,0,18,34.813468594,good
9500,28750,42408,HomeImp,Office,0,0,0,115.5749709,1,30,39.050394794,good
8700,60237,69891,DebtCon,Other,3,0,0,321.2748292,0,9,32.280313622,good
80600,16337,109370,HomeImp,NA,28,0,0,137.43999135,0,14,34.202005032,good
6400,28041,33438,DebtCon,Other,1,1,0,10.42564285,10,6,29.753700283,good
9100,48797,67761,DebtCon,Mgr,7,NA,3,116.97915477,3,11,37.79737881,good
16000,88093,106943,DebtCon,ProfExe,7,0,0,207.20285047,1,36,42.573079502,good
28200,148772,186023,HomeImp,Self,3,0,0,203.57585973,1,17,43.304658069,good
50600,178073,255435,DebtCon,ProfExe,5,0,0,238.17705457,1,33,37.501489447,good
19800,65021,95188,DebtCon,Mgr,1,0,0,73.081337497,0,16,27.442542523,good
23700,57553,101656,HomeImp,ProfExe,19,0,0,648.32849259,0,23,22.84647896,good
20400,52109,100316,DebtCon,Office,0,0,4,166.93819992,0,46,35.526227509,good
5400,65814,85848,HomeImp,Other,4,0,0,122.9402886,0,15,44.092325682,good
11100,NA,50262,HomeImp,Mgr,5,NA,NA,175.75688747,NA,8,22.956863758,good
16600,77380,123638,NA,NA,NA,NA,NA,NA,NA,NA,34.118615358,good
16400,NA,51454,DebtCon,Other,NA,NA,NA,338.11080678,NA,17,33.491836085,good
18100,89454,119019,DebtCon,Other,13,0,0,127.24619628,1,8,37.525272691,good
11200,NA,48150,HomeImp,Mgr,3,NA,NA,165.76801721,NA,9,22.302234366,good
12800,11986,48309,HomeImp,Office,23,0,0,265.2270609,0,20,28.493861936,good
16500,47636,59586,DebtCon,Other,16,0,0,284.06554203,0,21,29.969006333,good
8400,43900,55000,DebtCon,Office,1,0,0,169.43333333,1,21,NA,good
23800,101536,147601,HomeImp,ProfExe,10,0,0,161.25574183,1,23,32.719421241,good
7000,120000,175450,DebtCon,Other,8,0,0,219.16666667,1,20,NA,good
11900,NA,39433,HomeImp,Other,NA,NA,1,81.394829612,0,9,35.503664257,good
23000,32946,52054,HomeImp,Self,6,0,NA,123.06721674,NA,10,24.02181712,good
4500,71082,79247,HomeImp,Other,4,0,0,118.76041007,0,14,41.421110521,good
13000,61865,72045,DebtCon,ProfExe,0,0,0,172.69668464,2,34,42.565582285,good
13300,66174,79957,DebtCon,Other,2,NA,NA,175.96269497,NA,34,31.563441222,good
17600,62996,86817,HomeImp,ProfExe,12,0,1,152.78264779,0,14,29.203654576,good
18700,66197,83151,HomeImp,ProfExe,12,0,2,157.94598178,0,14,29.349485795,good
9000,29000,51740,NA,Other,31,0,0,243.2,0,19,NA,good
