LOAN,MORTDUE,VALUE,REASON,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
8800,56963,70607,HomeImp,4,0,0,99.76441458,3,19,40.345260733,1
31800,226152,283022,DebtCon,4,0,1,209.29737626,0,29,15.734143681,1
10800,49254,80527,HomeImp,2,0,2,202.53743039,0,13,29.551583139,1
27800,96332,123598,DebtCon,1,0,0,190.3137746,2,38,33.855895472,1
13700,27536,45819,HomeImp,7,0,0,73.455765867,2,12,28.709192906,1
15700,74587,93180,DebtCon,19,0,0,263.15916331,10,24,35.404414526,1
33200,195971,298682,DebtCon,29,0,0,138.5666478,0,22,39.887562317,1
13700,84996,112522,HomeImp,9,0,1,171.95341056,0,28,32.843504905,1
8700,76510,108130,DebtCon,2,0,0,252.84392821,1,37,17.414859614,1
11800,86785,125552,DebtCon,11,0,0,148.17649241,1,22,37.884449327,1
42200,21393,68111,DebtCon,19,0,0,208.52292444,0,30,39.75171656,1
14500,35799,51720,HomeImp,10,0,0,123.21810499,1,9,18.324935276,1
39500,30972,70545,DebtCon,3,0,0,197.45242891,2,17,25.360557346,1
8300,61213,65798,HomeImp,6,0,0,86.296515758,2,20,41.426872232,1
31400,16209,62450,DebtCon,1,0,0,108.38765771,1,6,38.121275069,1
7500,60192,76475,DebtCon,8,0,0,60.503625209,2,24,39.280512379,1
6200,46601,59486,HomeImp,5,0,0,84.63211066,0,18,25.35001036,1
7200,57912,84806,HomeImp,15,0,0,241.51424984,0,35,35.062675655,1
25900,59575,85837,DebtCon,22,0,1,189.75535052,0,19,24.874615108,1
12700,72760,83604,DebtCon,6,2,3,189.9194249,3,29,37.368560459,1
25800,70804,106892,DebtCon,12,0,0,291.07202753,1,33,40.772283258,1
11100,72402,86584,DebtCon,8,0,0,102.97207872,0,22,29.655713203,1
13800,75142,95667,DebtCon,19,0,0,230.45755435,10,24,33.383314175,1
15600,27599,47615,HomeImp,10,0,0,90.327628204,1,12,29.674749569,1
12500,83924,100114,HomeImp,0,0,0,71.304197606,1,20,34.712768805,1
51700,183615,257077,DebtCon,4,0,0,213.75585017,2,32,38.95331304,1
22400,130184,164189,DebtCon,6,0,0,173.64133881,0,39,19.640667266,1
10500,13694,87580,DebtCon,8,0,0,258.55492784,0,14,20.260198049,1
11000,52602,61496,DebtCon,13,0,0,107.34006616,0,22,37.699108592,1
18200,34593,56658,DebtCon,15,0,0,126.04800979,1,18,36.926634786,1
16000,88093,106943,DebtCon,7,0,0,207.20285047,1,36,42.573079502,1
52900,48825,59418,DebtCon,13,0,0,102.33868297,1,25,38.751994986,1
10900,22513,52355,HomeImp,1,0,0,248.58340866,0,10,39.204625006,1
20500,169689,198931,DebtCon,9,0,0,258.62004189,1,37,26.366126268,1
27900,73630,106757,DebtCon,11,0,0,282.75969838,1,32,38.266573205,1
33200,119049,175867,DebtCon,17,0,0,112.46778525,0,16,28.51781662,1
22200,138121,180144,DebtCon,22,0,0,240.70306903,1,24,40.621894156,1
12900,90646,100744,HomeImp,19,0,0,141.20846058,3,23,31.526379711,1
26700,18590,53462,DebtCon,25,0,0,111.99557084,1,11,22.959806769,1
10500,41467,58329,DebtCon,2,0,0,187.71348615,0,22,27.86112392,1
7600,58622,77726,HomeImp,15,0,0,249.63376067,2,36,34.882066439,1
23700,87141,140428,DebtCon,22,1,0,169.28363143,1,25,40.980615645,1
17000,51682,67688,HomeImp,2,0,0,135.19190654,0,18,33.050636366,1
38100,33446,73289,DebtCon,5,0,0,180.84781496,1,18,23.820415335,1
15100,101378,143229,HomeImp,12,0,0,129.53731519,4,21,36.776212768,1
6200,75657,84368,DebtCon,4,0,0,122.24494502,0,30,32.552543335,1
20700,80124,99938,DebtCon,7,0,0,69.324719576,7,24,38.679633572,1
10600,56352,75277,DebtCon,5,0,0,98.377278192,2,15,26.242394307,1
18000,63508,94991,DebtCon,1,0,0,155.88472429,0,25,23.58566428,1
17600,59347,68667,DebtCon,0,0,0,185.27496096,0,25,30.052323948,1
8500,77954,82965,HomeImp,25,0,0,350.7763043,1,46,28.584515556,1
26900,72848,101736,DebtCon,10,0,0,131.4096343,0,21,36.369027462,1
7000,129959,161301,HomeImp,11,0,0,209.98629953,0,18,21.917952264,1
28800,132019,168828,DebtCon,0,0,0,231.28613401,1,24,35.490305671,1
14900,89872,118027,DebtCon,0,1,1,155.44545292,1,34,33.135696766,1
11100,54496,71895,HomeImp,6,0,0,125.76577489,0,16,35.506774068,1
23300,103162,135013,DebtCon,9,1,0,188.93983988,5,18,40.670817077,1
18700,87958,114696,DebtCon,20,0,0,301.9122949,0,17,24.415219692,1
21100,143487,180122,HomeImp,7,0,0,324.1633286,0,16,43.251182523,1
25600,196689,247025,DebtCon,8,0,0,105.42535396,1,25,42.670275302,1
19300,98769,121140,HomeImp,0,0,1,313.92451539,0,20,43.085543048,1
10100,47426,68820,DebtCon,16,0,4,220.7609123,0,36,24.01951269,1
19500,8861,170687,HomeImp,23,0,0,76.788495476,2,20,31.584002863,1
16400,57139,164133,DebtCon,21,0,0,238.4610031,0,27,22.206846015,1
20000,38955,80680,DebtCon,8,0,0,295.3007793,0,18,40.390956012,1
10300,57902,74355,HomeImp,4,0,0,243.6309162,1,16,36.574441888,1
24300,21660,48475,DebtCon,26,0,0,102.78283553,0,10,23.247958281,1
24300,41323,73309,DebtCon,27,0,1,298.18590413,2,32,36.155277517,1
15300,65298,94301,DebtCon,1,0,0,150.49986791,4,19,31.35764214,1
12000,76674,97936,DebtCon,5,0,0,147.91420273,2,27,41.225763159,1
10100,126358,180305,DebtCon,8,0,0,199.35052965,1,20,32.033628789,1
17700,60260,90196,HomeImp,11,0,1,177.85484553,0,14,29.60717111,1
13200,70069,88303,DebtCon,3,0,0,240.8560165,2,25,29.06412827,1
17800,13660,173360,HomeImp,23,0,0,78.838898801,2,21,30.062792323,1
25900,108319,135884,DebtCon,8,1,0,188.37580185,5,18,40.504855047,1
45700,118247,174711,DebtCon,11,0,0,170.65222452,0,5,37.730751386,1
19800,56745,83146,DebtCon,11,0,0,85.253619221,0,10,7.8621936317,1
12800,49349,70078,DebtCon,9,0,0,240.90805914,0,17,31.754053954,1
10100,57881,69554,HomeImp,29,0,3,189.92452243,1,24,34.61045543,1
13600,7627,59173,HomeImp,7,2,0,362.51225026,1,22,14.26712754,1
23400,48549,68957,DebtCon,6,0,0,172.81072664,1,27,34.456762198,1
19400,52677,80424,DebtCon,9,2,0,65.847530367,2,28,34.950823101,1
26500,63345,100332,DebtCon,16,0,0,139.51054588,0,30,38.427444569,1
19900,90966,154351,HomeImp,4,0,0,103.97544215,0,17,35.405919939,1
11700,55119,67931,DebtCon,4,0,0,199.41069924,2,16,27.616338511,1
15100,44959,68483,DebtCon,27,1,0,279.94798859,1,17,37.180947854,1
11300,78902,100332,DebtCon,4,0,0,116.99879949,0,26,34.683071467,1
11300,74783,100909,HomeImp,5,0,0,85.664833722,0,34,35.947854706,1
10100,93085,110069,DebtCon,13,0,0,206.799179,3,16,40.569897059,1
16900,131002,166859,DebtCon,4,0,0,135.85642316,0,20,28.151885281,1
15500,96426,122322,DebtCon,12,0,0,226.28452431,0,12,40.86810919,1
31500,224572,282839,DebtCon,7,0,1,212.75533106,0,29,16.626488981,1
11300,77926,89216,DebtCon,6,0,0,146.81015408,2,26,39.466964223,1
20400,44746,63433,DebtCon,5,0,0,176.32849657,2,26,36.676878306,1
11200,19496,73140,DebtCon,20,0,1,399.24269191,1,12,23.374504567,1
15400,58085,91192,DebtCon,10,0,0,191.34421696,0,19,21.364312322,1
14900,49849,70075,DebtCon,0,0,0,153.69186903,0,25,30.900915596,1
8600,38646,54073,DebtCon,14,0,0,89.555852767,0,11,32.530256646,1
15400,50402,65561,DebtCon,25,0,0,282.62290524,0,16,38.097902468,1
16100,63152,85097,DebtCon,5,0,0,102.40089779,1,20,24.175532914,1
15200,87116,105971,HomeImp,21,0,0,147.94667979,4,24,27.961550213,1
16500,45441,76145,DebtCon,4,0,0,124.03338316,1,8,28.173450676,1
12200,82904,125057,DebtCon,8,0,0,131.6590526,1,21,37.273139992,1
14100,49927,67761,DebtCon,26,0,0,276.54991315,1,16,36.599391114,1
30100,228006,285921,DebtCon,15,0,0,250.53988412,2,25,27.813291406,1
17200,85977,109238,HomeImp,3,0,0,115.55751256,1,25,38.948918735,1
17000,86341,133564,DebtCon,15,0,0,307.67385711,0,18,28.368210586,1
8000,82547,105361,DebtCon,24,0,0,52.59326412,2,13,32.160922592,1
19500,48835,72566,DebtCon,9,0,0,191.27539659,1,42,39.612425643,1
24500,33537,57048,DebtCon,14,0,0,99.376132515,1,24,28.495004812,1
18900,100416,161147,DebtCon,1,0,0,216.09704957,1,18,38.460499883,1
11600,89205,128462,DebtCon,10,0,0,128.12359751,0,21,37.523324709,1
15600,49151,62005,DebtCon,4,0,0,185.65308797,0,14,36.021100446,1
21700,20627,52040,DebtCon,26,0,2,199.98543166,0,25,27.117689551,1
13500,124696,200707,HomeImp,0,0,1,348.66949199,0,16,39.550703015,1
43200,15635,60925,DebtCon,19,0,0,212.11528008,0,30,40.460675816,1
20500,173061,220886,DebtCon,13,0,0,213.91435993,1,32,43.79573429,1
23800,188250,233800,DebtCon,2,0,0,307.57275263,1,27,36.690724403,1
18700,58498,90135,DebtCon,30,0,0,199.10927232,0,21,33.182239494,1
14900,82930,103352,HomeImp,6,0,0,105.67597798,0,27,27.473814727,1
14700,89448,115380,DebtCon,11,0,0,222.81508892,0,12,40.524796869,1
4900,67794,84630,HomeImp,4,0,0,112.57341888,0,15,41.673996362,1
20200,61477,98143,DebtCon,1,0,0,156.92908886,0,21,36.099868346,1
16900,68940,88264,DebtCon,0,0,0,166.10628148,0,25,24.955311418,1
11700,59932,80313,HomeImp,14,0,0,238.48646158,0,32,44.474917703,1
22900,18059,57109,DebtCon,26,0,1,213.03628478,0,24,25.547010323,1
27000,77910,117590,DebtCon,4,0,0,91.874211097,2,31,38.497154977,1
14600,16535,46993,HomeImp,24,0,0,260.89153319,0,20,28.1898371,1
6200,60354,87596,HomeImp,5,0,0,210.17306467,2,23,34.054811237,1
23500,68049,93394,DebtCon,6,0,0,191.1124423,2,18,32.13282224,1
22900,28217,52804,DebtCon,14,0,0,109.36568457,1,25,30.587728164,1
10500,76729,102287,HomeImp,5,0,0,89.062698773,1,33,38.447658863,1
28900,134509,211558,DebtCon,10,0,0,247.84445257,2,27,20.610706647,1
8700,57254,86883,HomeImp,16,0,0,172.16656274,0,28,25.043436747,1
3200,74864,87266,HomeImp,7,0,0,250.63126922,0,12,42.909997351,1
20000,46775,70236,DebtCon,9,0,0,179.08237426,1,41,40.430695412,1
11100,17430,68499,DebtCon,20,0,2,403.96540093,1,12,21.758642612,1
23200,62811,99320,DebtCon,3,0,0,166.86109892,1,21,36.071271567,1
11400,43530,56600,HomeImp,21,0,0,114.98297904,0,23,39.481662901,1
22000,53212,85006,DebtCon,20,0,0,218.48411292,1,21,32.855701395,1
34100,241931,36486,DebtCon,1,0,2,196.00883159,3,50,42.458581788,1
13900,77007,96718,DebtCon,8,2,0,183.60866723,0,30,26.431314522,1
10100,32608,47377,HomeImp,9,0,0,67.38706567,0,3,35.690193036,1
12300,69499,104045,DebtCon,8,0,0,219.09048911,0,20,18.58475695,1
17200,51352,64386,DebtCon,27,0,0,295.9554144,1,17,36.787305949,1
19300,83141,112096,DebtCon,15,0,0,255.78828901,5,31,35.514487999,1
20000,43087,61438,DebtCon,14,0,0,276.56241531,0,20,29.295178776,1
13800,85805,135789,DebtCon,15,0,0,303.68822972,0,18,27.869079212,1
9300,106449,120066,DebtCon,18,0,1,189.91991824,1,15,37.086455086,1
24400,61260,103842,DebtCon,1,0,0,179.5402847,0,26,33.590455142,1
6400,81116,86148,HomeImp,8,0,0,262.17542613,0,11,42.068268179,1
8200,48515,59240,DebtCon,17,0,4,214.14450966,0,36,27.459144234,1
17800,56956,74305,DebtCon,0,0,0,187.18332939,0,24,31.817471916,1
24100,61811,97086,DebtCon,6,0,0,222.62659082,1,19,34.68253701,1
26600,148986,175750,DebtCon,1,0,0,197.39171326,0,35,40.514989578,1
21000,131378,199687,HomeImp,12,0,0,208.60596567,0,21,37.099279114,1
88300,54004,94838,DebtCon,16,0,0,193.70205076,0,15,36.262691334,1
18600,119741,212530,DebtCon,4,1,0,202.28857763,0,17,27.07376116,1
21700,91637,126105,HomeImp,10,0,0,131.87535395,1,23,30.961292024,1
13900,84427,114209,HomeImp,12,0,2,180.18742244,0,27,33.351870253,1
25300,56393,86612,DebtCon,6,0,0,258.14736866,1,25,33.193875534,1
23700,57553,101656,HomeImp,19,0,0,648.32849259,0,23,22.84647896,1
24800,64537,93212,DebtCon,7,1,1,120.35142038,4,25,34.686088674,1
25600,140649,212089,HomeImp,4,0,0,187.87142092,0,29,40.033218625,1
27800,181405,229116,DebtCon,0,0,0,297.99814427,0,32,43.520428182,1
10100,49683,55728,DebtCon,0,0,0,91.095794879,0,20,37.133107539,1
14000,51721,61193,DebtCon,0,0,0,186.99935879,2,12,25.81001106,1
88900,57264,90185,DebtCon,16,0,0,221.80871754,0,16,36.112346519,1
24400,93411,140031,HomeImp,6,0,0,177.51124938,0,32,31.027335916,1
16700,59207,83146,DebtCon,2,0,0,309.49638798,3,15,43.48806641,1
65200,71061,141666,HomeImp,10,0,1,134.68090672,0,11,43.56886383,1
14900,97646,139884,HomeImp,13,0,0,119.08311639,5,22,36.360597073,1
17200,35116,60489,DebtCon,17,0,0,106.48623703,1,18,38.806240708,1
27700,77886,114494,DebtCon,9,0,0,118.47135379,0,18,28.344078391,1
32800,13781,43371,DebtCon,28,0,0,203.83930475,0,14,40.657779937,1
13400,60174,81944,DebtCon,1,0,0,125.38544605,3,9,36.229863857,1
23000,48003,64720,DebtCon,4,0,0,160.6060458,1,26,33.629923296,1
17000,73644,107086,DebtCon,0,0,0,280.45334363,2,20,37.771957848,1
17300,32736,49100,DebtCon,4,0,0,262.94843765,0,34,38.563080996,1
24800,43287,72898,DebtCon,8,0,0,87.01103562,1,18,34.0310957,1
17400,58941,88470,HomeImp,4,0,0,123.25705457,0,12,25.557593337,1
12000,72786,84595,DebtCon,4,2,2,198.76932508,3,30,38.090209026,1
9500,55862,62965,DebtCon,15,0,4,223.10391402,0,36,26.141178049,1
26400,130672,212536,DebtCon,10,0,0,221.50683161,3,26,20.269918789,1
14700,77565,101320,HomeImp,6,0,0,120.82737185,0,26,25.27620451,1
17400,44479,78121,DebtCon,1,0,0,117.3235888,0,9,27.133989435,1
14500,67956,80318,DebtCon,1,0,0,233.39727318,2,26,31.316415415,1
19100,58453,76731,DebtCon,15,1,0,203.14107643,1,21,36.228729628,1
15600,75701,106389,DebtCon,0,0,0,278.68039442,2,21,40.108259064,1
23400,90924,116819,DebtCon,24,0,0,245.89786162,1,27,40.857427037,1
12500,10035,61897,HomeImp,6,1,1,368.73779632,0,21,14.733594833,1
9100,46406,56134,HomeImp,9,0,0,93.853460687,3,34,39.466330333,1
27400,100951,149305,DebtCon,21,0,0,194.53302791,0,13,41.644172047,1
36000,203680,270992,DebtCon,3,0,0,234.02397511,0,32,29.69634581,1
5700,26927,35461,DebtCon,0,1,0,21.799352154,10,6,29.439664242,1
30800,129062,176389,DebtCon,13,0,0,184.31937605,2,28,40.894302088,1
13400,67941,84973,DebtCon,6,1,3,179.97707017,3,30,37.428937524,1
9800,49287,69831,DebtCon,2,0,0,182.99480622,2,16,29.713466905,1
35000,240994,39401,DebtCon,3,0,1,210.50181736,3,50,42.967511635,1
5700,76948,85753,HomeImp,7,0,0,128.47645151,0,25,37.85968784,1
27900,135511,184219,DebtCon,1,1,0,241.05228345,2,19,38.606492713,1
6800,136951,160306,HomeImp,11,0,0,219.7356734,1,18,20.885093499,1
14800,64365,85272,DebtCon,0,1,0,242.55236799,2,26,29.819634389,1
8000,49232,61221,DebtCon,23,0,0,258.19457767,3,29,41.246612634,1
12500,81865,101048,DebtCon,1,0,0,147.40222744,0,23,38.855162721,1
28200,109184,207035,DebtCon,23,0,0,179.93775089,0,18,23.662456689,1
25500,50847,79738,DebtCon,20,0,0,204.67790067,0,26,35.860087635,1
7400,82412,91326,DebtCon,19,0,1,316.94708254,1,24,37.908750185,1
21300,133942,282972,HomeImp,3,0,0,197.14819053,0,15,30.545400667,1
8500,41210,45175,DebtCon,9,0,0,209.49409472,1,22,29.96408198,1
12400,49264,57923,DebtCon,0,0,0,182.00104146,2,13,27.00877688,1
43000,18388,64896,DebtCon,20,0,0,207.06646325,0,31,40.77787713,1
20400,81823,114832,DebtCon,18,0,0,234.39204154,4,31,35.205818844,1
14000,50890,68722,DebtCon,8,0,1,135.76848539,2,49,29.448045527,1
22400,16630,56824,DebtCon,25,0,1,199.7384646,0,24,27.027787429,1
14900,44588,72331,DebtCon,6,0,0,156.33174453,2,11,28.164440536,1
16700,62933,95498,DebtCon,0,0,1,161.66099425,0,25,24.26256802,1
10300,79243,89840,DebtCon,16,0,0,87.825346176,0,9,24.479373218,1
43300,18824,63487,DebtCon,22,0,0,212.25488936,0,30,41.246735956,1
17500,92986,114276,DebtCon,13,0,0,116.96135784,2,8,36.251385732,1
19000,52157,157459,DebtCon,19,0,0,248.72353316,0,28,21.92019846,1
26900,57414,92916,DebtCon,0,0,0,70.281905709,0,22,34.396301781,1
32300,235343,45270,DebtCon,3,0,1,210.92240343,3,49,41.264805515,1
11300,46120,52911,HomeImp,19,0,0,229.44157776,1,17,36.334814357,1
15600,104458,137583,DebtCon,1,0,0,280.78980103,0,46,41.23523649,1
11700,42151,58947,HomeImp,22,0,0,122.03036183,0,23,40.083144531,1
12300,92573,119325,DebtCon,2,1,2,157.6206429,0,33,34.775102513,1
10600,47701,66500,DebtCon,10,0,0,103.01428965,0,23,37.310006097,1
25700,189995,250814,DebtCon,9,0,0,100.80094267,1,25,41.00583277,1
19200,57728,96552,DebtCon,0,0,0,80.602363108,0,23,37.508103137,1
20200,130401,171686,DebtCon,7,0,0,178.94254482,0,38,20.327137907,1
22700,73280,92961,DebtCon,8,0,1,109.57029237,3,26,34.614422556,1
5500,72147,69918,HomeImp,4,2,0,158.5344979,0,23,43.404430238,1
11000,46093,60563,DebtCon,4,0,0,190.48216428,1,21,29.578148133,1
24100,184697,238729,DebtCon,2,0,0,317.69255678,0,26,37.782036284,1
27600,123121,157337,DebtCon,2,0,0,283.28285346,0,24,36.948273863,1
28400,112996,175817,DebtCon,17,0,0,303.28205506,1,31,36.289002598,1
17400,77350,101271,DebtCon,0,0,0,148.91622747,1,18,34.387028434,1
23300,61496,102823,HomeImp,18,0,0,649.74710438,1,24,20.872560266,1
25500,235839,267506,HomeImp,5,0,0,240.21701392,3,51,39.048427763,1
16800,23670,41879,DebtCon,17,1,0,106.39856975,0,17,26.696716261,1
13600,87294,115183,HomeImp,11,0,2,185.33850577,0,28,35.549808739,1
8400,82597,83858,HomeImp,25,0,0,350.56813617,1,47,28.91075714,1
22400,72866,95734,DebtCon,5,0,0,75.955735269,7,23,37.50722389,1
8400,53841,64284,DebtCon,15,0,3,206.35456436,0,36,26.054853712,1
27500,69579,117799,DebtCon,5,0,0,84.373124498,2,32,38.862120807,1
13700,46611,65031,DebtCon,2,0,0,179.44333226,0,13,37.705159171,1
12000,35721,52938,HomeImp,23,0,1,125.928071,0,22,38.627024993,1
16000,74459,103255,DebtCon,6,3,0,72.864590397,1,21,24.935229965,1
12700,59440,88690,DebtCon,0,0,0,129.15261505,3,11,37.838273531,1
25900,152071,185893,HomeImp,0,0,0,185.54351198,0,16,40.642278896,1
20800,96994,140564,DebtCon,13,0,0,169.68715741,1,25,33.525064301,1
13500,71698,93536,DebtCon,6,0,0,202.46588178,2,19,42.814734648,1
21700,88313,139567,DebtCon,11,0,0,89.839558205,3,14,39.09887429,1
25400,138132,243327,HomeImp,27,0,0,349.94092953,0,19,37.820054519,1
38300,93255,144457,DebtCon,10,0,0,73.656853928,1,36,41.939496061,1
13900,95351,117381,DebtCon,12,0,0,210.20212954,0,11,41.011001372,1
6600,62380,89742,HomeImp,31,0,0,232.52729073,0,16,26.160494887,1
13500,116123,145597,DebtCon,3,0,0,290.31077491,0,46,34.69906743,1
13000,96172,112123,DebtCon,14,0,0,181.89180444,1,18,36.225571567,1
28200,61038,87534,DebtCon,8,0,0,137.48781925,3,30,39.360018601,1
12700,9038,65969,HomeImp,7,1,1,346.58010279,0,22,13.347212679,1
24400,50317,71327,DebtCon,6,0,0,45.485801767,1,18,37.014140786,1
14400,77366,130330,DebtCon,14,0,1,285.20006197,1,18,28.171651103,1
5500,70481,82446,HomeImp,8,0,1,116.59197688,0,24,37.612682724,1
25900,80663,122372,DebtCon,10,0,1,133.66949395,0,18,26.573930791,1
28100,112564,162129,DebtCon,7,0,0,115.56446202,2,26,33.091681472,1
10700,55341,78062,HomeImp,3,0,1,192.59685455,0,12,28.828649308,1
15500,46846,70082,DebtCon,7,0,0,152.16806013,2,12,30.131497225,1
21200,91759,95165,DebtCon,2,0,0,106.8357327,0,19,34.216689169,1
27700,67446,99206,DebtCon,11,0,0,286.96597112,0,32,38.995164401,1
9900,35448,58056,DebtCon,11,0,0,229.5228444,1,31,37.297432095,1
17700,64964,88856,DebtCon,5,0,0,114.66761831,0,19,21.933006318,1
13800,73688,94071,DebtCon,9,0,0,221.22314273,2,28,41.482142965,1
